fibroblast	endothelial_cell	macrophage	myofibroblast_cell
ENSG00000149591	5.652	3.891	1.189	97.7966804979253
ENSG00000198467	1.439	0.583	0.469	41.746887966805
ENSG00000107796	0.782	1.219	0.516	48.3900414937759
ENSG00000133392	0.137	0.067	0.084	18.6078838174274
ENSG00000101335	4.713	1.914	0.699	39.1535269709544
ENSG00000167641	0.159	1.532	0.17	8.29045643153527
ENSG00000125868	5.952	4.519	1.773	31.3381742738589
ENSG00000130176	0.057	0.009	0.013	2.36099585062241
ENSG00000143248	0.154	0.869	0.15	7.74896265560166
ENSG00000148671	2.212	17.135	1.344	40.3651452282158
ENSG00000140416	3.833	3.7	2.536	17.7157676348548
ENSG00000196924	1.677	2.531	3.189	13.0643153526971
ENSG00000122786	9.188	2.896	0.68	23.1327800829876
ENSG00000172403	0.781	0.188	0.243	3.65352697095436
ENSG00000163453	18.11	10.956	1.516	45.6078838174274
ENSG00000198523	0.024	0.03	0.027	4.95850622406639
ENSG00000159176	0.814	1.152	0.686	7.28215767634855
ENSG00000115414	4.074	2.025	0.523	1.01244813278008
ENSG00000154556	0.171	1.21	0.062	4.89834024896266
ENSG00000076706	0.168	1.661	0.139	11.5892116182573
ENSG00000162614	2.127	0.147	0.179	2.99377593360996
ENSG00000129116	2.34	0.653	0.475	5.34232365145228
ENSG00000163431	0.804	0.155	0.099	7.55601659751037
ENSG00000079308	0.995	1.192	1.596	6.19917012448133
ENSG00000145012	4.459	1.642	1.472	12.195020746888
ENSG00000170955	1.865	1.074	0.185	3.28008298755187
ENSG00000198832	5.193	1.249	0.542	5.22406639004149
ENSG00000182809	0.361	5.394	0.264	3.5643153526971
ENSG00000065534	0.269	0.674	0.201	5.29875518672199
ENSG00000022267	4.596	1.389	0.524	3.94605809128631
ENSG00000175183	0.331	2.564	0.125	7.4356846473029
ENSG00000182492	0.707	0.17	0.1	4.99170124481328
ENSG00000198959	0.218	2.539	0.101	0.49792531120332
ENSG00000131711	5.613	0.85	0.437	7.73858921161826
ENSG00000113140	7.281	8.46	0.987	7.77593360995851
ENSG00000095637	0.138	0.509	0.042	0.921161825726141
ENSG00000177469	6.49	8.598	0.745	7.2551867219917
ENSG00000109846	6.56	0.485	0.525	7.88589211618257
ENSG00000126458	2.139	1.941	0.896	3.07261410788382
ENSG00000166333	1.139	0.682	1.005	2.18464730290456
ENSG00000183963	0.316	0.824	0.114	1.49170124481328
ENSG00000189043	3.912	2.75	3.562	7.23236514522822
ENSG00000026025	98.303	47.158	44.695	64.8008298755187
ENSG00000100097	14.047	4.831	11.594	16.9087136929461
ENSG00000249669	0.025	0.039	0.013	1.94398340248963
ENSG00000109610	3.411	0.237	0.309	5.65352697095436
ENSG00000112214	0.011	0.029	0.016	1.54564315352697
ENSG00000213145	1.887	0.577	1.921	10.0435684647303
ENSG00000077157	0.312	0.176	0.176	1.63485477178423
ENSG00000130402	1.052	4.039	1.259	4.85892116182573
ENSG00000177697	2.974	2.955	1.29	5.21784232365145
ENSG00000133142	2.165	1.192	1.119	1.52489626556017
ENSG00000133026	0.23	0.63	0.042	0.176348547717842
ENSG00000174099	0.353	0.874	0.059	1.94398340248963
ENSG00000178980	1.899	4.248	1.406	3.03526970954357
ENSG00000280143	0.108	0.129	0.095	1.47095435684647
ENSG00000235162	0.416	0.047	0.053	1.36929460580913
ENSG00000092841	11.504	18.741	13.786	25.8360995850622
ENSG00000115468	1.745	0.191	0.144	2.76348547717842
ENSG00000106211	7.422	10.464	9.583	11.8775933609959
ENSG00000004776	5.177	0.321	0.295	1.78215767634855
ENSG00000153179	0.056	0.345	0.635	0.288381742738589
ENSG00000100243	2.779	2.476	0.943	2.72821576763485
ENSG00000072952	0.069	0.04	0.443	1.60165975103734
ENSG00000102024	0.907	1.527	0.107	1.8402489626556
ENSG00000072110	0.238	2.022	0.676	3.12033195020747
ENSG00000150093	4.756	5.189	3.016	6.38174273858921
ENSG00000210082	626.728	338.768	682.9	360.817427385892
ENSG00000196923	0.583	0.581	0.148	1.17427385892116
ENSG00000172348	0.041	0.07	0.014	2.61825726141079
ENSG00000156113	0.037	0.006	0.404	0.485477178423237
ENSG00000147027	0.328	1.409	0.065	1.21784232365145
ENSG00000067992	0.42	0.121	0.419	0.433609958506224
ENSG00000137076	2.285	1.964	3.7	5.63692946058091
ENSG00000204136	0.056	0.171	3.791	0.663900414937759
ENSG00000049323	0.969	0.85	0.053	0.827800829875519
ENSG00000131171	1.329	1.258	4.78	2.85892116182573
ENSG00000150938	0.357	3.646	0.309	2.09128630705394
ENSG00000140682	0.556	0.429	0.174	2.42323651452282
ENSG00000103145	0.649	0.411	0.506	1.97095435684647
ENSG00000166165	1.213	0.128	0.223	1.43360995850622
ENSG00000075624	25.794	28.364	66.358	47.0601659751037
ENSG00000157110	1.527	1.19	0.181	3.70124481327801
ENSG00000163681	0.275	0.314	0.348	0.784232365145228
ENSG00000197894	4.023	0.749	1.309	1.1597510373444
ENSG00000142279	0.345	0.23	0.042	3.29460580912863
ENSG00000148660	0.193	0.293	0.279	0.983402489626556
ENSG00000170759	1.656	1.939	1.956	1.7655601659751
ENSG00000151468	0.034	0.218	0.018	1.7448132780083
ENSG00000182195	0.159	0.101	0.008	0.572614107883817
ENSG00000071127	0.78	0.913	1.442	1.89419087136929
ENSG00000107438	5.438	4.122	0.511	2.64107883817427
ENSG00000106624	3.282	0.267	0.291	1.25933609958506
ENSG00000111275	2.342	0.568	1.789	1.0207468879668
ENSG00000154553	0.721	0.177	0.06	1.37551867219917
ENSG00000258289	1.585	1.414	0.99	1.73236514522822
ENSG00000128245	1.318	2.043	1.23	1.51244813278008
ENSG00000135269	0.668	1.059	0.9	0.219917012448133
ENSG00000197879	1.154	2.231	0.699	2.33402489626556
ENSG00000151914	2.917	1.878	1.254	2.47095435684647
ENSG00000131471	0.296	0.56	0.072	1.57883817427386
ENSG00000184743	1.291	0.97	0.976	0.87551867219917
ENSG00000124942	6.012	8.499	12.148	5.28423236514523
ENSG00000197256	2.208	0.376	0.932	2.28215767634855
ENSG00000161281	1.785	1.434	0.224	1.71991701244813
ENSG00000167460	2.424	4.616	3.125	5.08713692946058
ENSG00000120885	5.164	6.95	0.471	0.854771784232365
ENSG00000104936	0.078	0.1	0.054	0.887966804979253
ENSG00000102316	1.211	0.876	0.355	1.87966804979253
ENSG00000067900	1.297	1.687	3.429	4.33817427385892
ENSG00000087460	9.321	11.35	9.331	7.90248962655602
ENSG00000154380	0.776	1.03	0.08	1.2655601659751
ENSG00000173457	2.354	1.431	1.319	1.32572614107884
ENSG00000184009	21.246	21.299	19.71	21.2282157676349
ENSG00000150995	0.18	1.005	0.295	0.593360995850622
ENSG00000108823	0.508	0.016	0.031	0.761410788381743
ENSG00000164176	0.053	0.042	0.018	0.927385892116183
ENSG00000182253	0.077	0.158	0.074	1.72406639004149
ENSG00000213639	1.811	1.344	2.943	3.87344398340249
ENSG00000211459	163.5	114.606	221.236	114.701244813278
ENSG00000156804	0.308	0.063	0.106	1.15145228215768
ENSG00000197321	0.594	0.265	0.104	0.796680497925311
ENSG00000134243	0.131	0.253	0.375	1.66804979253112
ENSG00000138382	0.736	0.537	0.387	0.728215767634855
ENSG00000126524	1.813	1.743	1.012	2.26348547717842
ENSG00000164919	5.565	3.167	3.756	3.85684647302905
ENSG00000210127	0.576	0.329	0.317	0.379668049792531
ENSG00000169504	1.043	2.564	0.88	1.55186721991701
ENSG00000024422	1.762	2.112	0.21	2.58921161825726
ENSG00000243147	1.642	1.452	0.921	1.69709543568465
ENSG00000171735	0.753	0.956	0.72	1.17427385892116
ENSG00000148120	0.158	0.563	0.057	1.09751037344398
ENSG00000149218	0.178	0.695	0.09	0.804979253112033
ENSG00000176014	1.188	0.851	0.576	0.75103734439834
ENSG00000102007	1.575	0.685	0.961	1.89004149377593
ENSG00000165996	0.25	0.042	0.029	0.398340248962656
ENSG00000185532	0.523	0.059	0.029	1.30290456431535
ENSG00000078668	0.908	0.652	0.809	0.599585062240664
ENSG00000127184	7.286	4.471	6.109	5.76763485477178
ENSG00000072163	0.203	1.604	0.087	0.804979253112033
ENSG00000011454	0.392	0.869	0.779	0.674273858921162
ENSG00000171992	0.026	0.674	0.03	0.531120331950207
ENSG00000165410	0.697	0.357	0.24	0.66804979253112
ENSG00000123144	3.064	2.999	2.669	2.30705394190871
ENSG00000187955	0.58	0.015	0.053	1.71369294605809
ENSG00000018625	0.069	0.017	0.015	1.3402489626556
ENSG00000089220	5.564	1.696	3.106	3.11618257261411
ENSG00000106034	0.328	0.127	0.411	0.477178423236515
ENSG00000075415	5.991	3.383	4.762	4.6701244813278
ENSG00000146425	1.247	0.782	1.05	1.50414937759336
ENSG00000196683	6.859	4.503	4.544	5.06016597510373
ENSG00000179271	1.656	0.813	0.935	0.927385892116183
ENSG00000143776	0.543	1.161	0.251	0.539419087136929
ENSG00000151729	0.427	0.454	0.163	1.91908713692946
ENSG00000136938	1.97	1.947	2.439	2.07676348547718
ENSG00000131408	0.716	0.65	0.604	0.680497925311203
ENSG00000173442	0.214	0.769	1.055	0.885892116182573
ENSG00000111843	2.218	1.338	1.683	1.32365145228216
ENSG00000154330	0.044	0.79	0.137	0.796680497925311
ENSG00000225663	1.13	0.714	0.779	0.736514522821577
ENSG00000172380	1.416	0.945	0.681	0.742738589211618
ENSG00000103202	0.771	0.264	0.338	0.639004149377593
ENSG00000143013	1.622	1.03	1.616	2.32572614107884
ENSG00000100711	0.955	1.33	0.368	0.684647302904564
ENSG00000126878	0.564	1.888	0.103	0.180497925311203
ENSG00000099385	1.026	0.7	0.567	0.690871369294606
ENSG00000110906	0.315	0.394	0.197	0.294605809128631
ENSG00000126777	2.65	5.674	2.972	3.43983402489627
ENSG00000005884	0.021	0.331	0.079	0.630705394190871
ENSG00000009307	2.778	2.896	3.804	2.76348547717842
ENSG00000162458	0.057	0.179	0.035	0.653526970954357
ENSG00000166228	1.015	0.284	0.555	0.429460580912863
ENSG00000113558	4.675	2.679	2.678	3.79668049792531
ENSG00000041982	0.132	0.025	0.008	0.352697095435685
ENSG00000196507	0.533	0.4	0.543	0.429460580912863
ENSG00000172465	0.451	0.317	0.322	0.481327800829876
ENSG00000162191	2.98	2.12	2.068	2.33195020746888
ENSG00000237550	6.189	4.246	3.712	3.30705394190871
ENSG00000138796	0.392	0.168	0.669	0.730290456431535
ENSG00000197324	1.831	1.548	0.742	1.34854771784232
ENSG00000121067	0.993	0.711	1.002	0.728215767634855
ENSG00000119950	0.744	0.491	0.628	1.08713692946058
ENSG00000129250	0.244	0.685	0.302	0.672199170124481
ENSG00000136810	3.457	3.459	3.326	2.14522821576763
ENSG00000175061	10.78	7.131	5.385	5.02282157676349
ENSG00000137941	0.153	0.035	0.033	0.970954356846473
ENSG00000111832	2.331	1.456	1.256	1.68879668049793
ENSG00000213949	0.138	1.477	0.058	1.11825726141079
ENSG00000106809	1.115	0.046	0.056	0.0871369294605809
ENSG00000100852	1.101	0.709	1.503	0.759336099585062
ENSG00000166136	1.876	1.137	1.379	1.69294605809129
ENSG00000212907	5.756	3.17	5.599	3.64107883817427
ENSG00000140264	13.648	9.012	14.521	6.19087136929461
ENSG00000164107	0.285	0.007	0.02	0.04149377593361
ENSG00000137106	1.142	0.566	0.762	0.620331950207469
ENSG00000175334	1.272	0.801	0.885	0.782157676348548
ENSG00000165169	0.301	0.45	0.532	0.587136929460581
ENSG00000127922	2.849	1.955	1.671	2.05601659751037
ENSG00000127445	0.824	0.522	0.526	0.599585062240664
ENSG00000197043	1.718	0.672	0.451	1.97510373443983
ENSG00000185787	3.574	2.889	3.339	2.29045643153527
ENSG00000164258	1.337	0.669	0.644	0.939834024896266
ENSG00000174720	0.883	0.679	0.849	0.603734439834025
ENSG00000181904	1.114	1.096	0.703	1.02697095435685
ENSG00000171159	1.249	1.545	1.465	1.2551867219917
ENSG00000106819	0.505	0.007	0.014	0.139004149377593
ENSG00000135940	3.6	3.531	3.384	3.5207468879668
ENSG00000149600	0.415	0.584	0.548	0.390041493775934
ENSG00000188612	5.489	3.934	4.646	3.77178423236515
ENSG00000168653	3.643	1.744	2.189	2.25103734439834
ENSG00000174917	1.563	0.923	1.091	1.11410788381743
ENSG00000055950	1.11	0.584	0.569	0.91701244813278
ENSG00000129473	0.209	0.181	0.242	0.269709543568465
ENSG00000165966	0.408	0.018	0.031	0.130705394190871
ENSG00000167658	14.885	7.568	9.714	7.70954356846473
ENSG00000118523	1.491	1.922	0.171	1.38589211618257
ENSG00000109113	1.54	0.165	0.547	0.759336099585062
ENSG00000189060	0.825	0.309	0.776	0.50207468879668
ENSG00000055130	0.368	0.383	0.289	0.412863070539419
ENSG00000107104	0.565	0.191	0.079	0.170124481327801
ENSG00000111726	0.365	0.343	0.413	0.257261410788382
ENSG00000134590	1.089	0.581	0.496	0.977178423236514
ENSG00000256053	0.558	0.488	0.46	0.278008298755187
ENSG00000138495	1.134	1.401	1.203	1.66804979253112
ENSG00000112695	3.109	2.332	2.257	3.20331950207469
ENSG00000248527	17.602	9.712	20.386	12.5269709543568
ENSG00000256537	0.248	0.274	0.294	0.257261410788382
ENSG00000165916	1.29	0.796	0.729	1.01867219917012
ENSG00000169604	0.986	0.036	0.241	0.439834024896266
ENSG00000101849	0.255	0.25	0.291	0.545643153526971
ENSG00000119147	0.013	0.048	0.008	0.684647302904564
ENSG00000105568	1.199	0.695	1.03	0.54356846473029
ENSG00000137693	0.66	0.472	0.076	0.871369294605809
ENSG00000163754	0.499	0.255	0.498	0.269709543568465
ENSG00000178982	4.01	3.106	4.054	2.80082987551867
ENSG00000175550	1.563	0.779	1.404	1.21161825726141
ENSG00000116288	4.34	2.155	2.122	2.44190871369295
ENSG00000176209	0.849	0.35	0.432	0.408713692946058
ENSG00000104695	1.039	0.968	0.985	1.06016597510373
ENSG00000175274	0.542	0.279	0.425	0.697095435684647
ENSG00000255529	0.344	0.261	0.304	0.265560165975104
ENSG00000182108	0.693	0.331	0.527	0.365145228215768
ENSG00000159352	1.393	0.967	0.946	0.99792531120332
ENSG00000125971	2.322	1.717	1.525	1.48547717842324
ENSG00000011485	0.217	0.255	0.219	0.296680497925311
ENSG00000156467	5.385	4.216	6.056	5.20746887966805
ENSG00000115944	1.635	1.291	1.381	1.28423236514523
ENSG00000184160	0.021	0.592	0.022	0.377593360995851
ENSG00000011638	1.111	0.231	0.34	0.763485477178423
ENSG00000205981	1.049	0.633	0.444	0.612033195020747
ENSG00000156256	0.859	0.565	0.836	0.701244813278008
ENSG00000116030	1.296	1.354	1.026	0.769709543568465
ENSG00000067829	0.953	0.488	0.938	0.800829875518672
ENSG00000174748	28.159	21.084	24.52	19.1763485477178
ENSG00000181163	7.489	5.429	6.09	5.70954356846473
ENSG00000128591	0.289	0.09	0.022	0.143153526970954
ENSG00000106244	1.415	0.848	0.765	0.902489626556017
ENSG00000239697	0.926	0.609	0.998	1.05186721991701
ENSG00000123349	10.208	6.963	10.046	7.06016597510373
ENSG00000253276	2.884	0.645	0.539	0.821576763485477
ENSG00000162384	1.256	0.584	0.432	0.717842323651452
ENSG00000070087	0.41	0.122	0.029	0.230290456431535
ENSG00000064961	0.544	0.479	0.511	0.570539419087137
ENSG00000138764	0.937	0.549	0.55	0.383817427385892
ENSG00000102241	0.541	0.349	0.319	0.379668049792531
ENSG00000169714	3.604	2.31	2.304	2.44190871369295
ENSG00000102317	3.412	2.74	3.937	2.5
ENSG00000063046	3.132	3.22	4.053	2.99170124481328
ENSG00000233117	0.143	0.026	0.016	0.54149377593361
ENSG00000166200	0.865	0.59	0.556	0.54149377593361
ENSG00000099817	1.363	0.679	0.949	0.54149377593361
ENSG00000047410	1.908	1.735	1.272	1.39004149377593
ENSG00000117450	5.332	5.907	5.589	3.149377593361
ENSG00000224032	1.743	0.591	0.614	0.771784232365145
ENSG00000147548	1.223	0.901	0.904	0.858921161825726
ENSG00000144034	0.455	0.496	0.426	0.329875518672199
ENSG00000010256	0.69	0.383	1.254	0.595435684647303
ENSG00000137177	0.353	0.478	0.396	0.489626556016597
ENSG00000168300	1.347	1.238	1.034	1.03526970954357
ENSG00000100764	0.917	0.743	0.754	0.66804979253112
ENSG00000169249	0.121	0.117	0.232	0.130705394190871
ENSG00000134265	0.464	0.364	0.38	0.4149377593361
ENSG00000142864	4.293	4.387	3.173	2.39004149377593
ENSG00000138279	1.244	0.91	1.365	0.83195020746888
ENSG00000155008	0.233	0.201	0.259	0.381742738589212
ENSG00000112699	0.099	0.238	0.077	0.0767634854771784
ENSG00000108528	0.557	0.331	0.693	0.406639004149378
ENSG00000203950	0.753	0.459	0.336	0.558091286307054
ENSG00000104756	0.429	0.23	0.22	0.336099585062241
ENSG00000163703	0.102	0.225	0.127	0.103734439834025
ENSG00000104679	0.254	0.192	0.195	0.307053941908714
ENSG00000056050	0.48	0.368	0.351	0.323651452282158
ENSG00000171530	2.532	1.56	2.327	2.08921161825726
ENSG00000089048	0.644	0.575	0.528	0.41701244813278
ENSG00000117640	0.389	0.197	0.279	0.298755186721992
ENSG00000196262	8.008	5.973	8.763	5.38589211618257
ENSG00000155970	0.305	0.095	0.048	0.516597510373444
ENSG00000144677	0.781	0.287	0.422	0.896265560165975
ENSG00000166086	0.448	0.255	0.04	0.33195020746888
ENSG00000123159	0.483	0.314	0.372	0.33195020746888
ENSG00000131375	0.289	0.201	0.36	0.226141078838174
ENSG00000143554	0.924	0.496	0.395	0.37344398340249
ENSG00000250303	0.272	0.031	0.037	0.0871369294605809
ENSG00000122406	27.168	18.896	15.198	19.3485477178423
ENSG00000167283	3.843	2.3	4.553	2.67427385892116
ENSG00000189403	8.886	6.845	8.237	5.56846473029046
ENSG00000091140	0.409	0.305	0.388	0.240663900414938
ENSG00000120860	0.87	0.501	0.532	0.408713692946058
ENSG00000155324	0.201	0.126	0.319	0.365145228215768
ENSG00000172725	0.888	0.769	1.159	0.742738589211618
ENSG00000166963	0.6	0.065	0.066	0.402489626556017
ENSG00000007866	0.26	0.03	0.087	0.37551867219917
ENSG00000100075	0.695	0.25	0.371	0.520746887966805
ENSG00000145741	12.462	8.757	6.723	8.97302904564315
ENSG00000163866	0.357	0.606	0.39	0.578838174273859
ENSG00000058668	0.954	1.307	0.664	1.13070539419087
ENSG00000130821	0.153	0.09	0.115	0.323651452282158
ENSG00000168556	0.399	0.122	0.309	0.12448132780083
ENSG00000166260	0.439	0.305	0.241	0.363070539419087
ENSG00000159069	0.839	0.79	1.018	0.869294605809129
ENSG00000160256	0.482	0.148	0.283	0.321576763485477
ENSG00000102309	0.846	0.504	0.427	0.535269709543568
ENSG00000130779	1.595	1.339	0.984	0.79045643153527
ENSG00000111707	0.356	0.27	0.308	0.363070539419087
ENSG00000106723	0.45	0.31	0.435	0.367219917012448
ENSG00000138246	0.299	0.247	0.803	0.182572614107884
ENSG00000065150	0.812	0.488	0.512	0.435684647302905
ENSG00000102978	0.526	0.364	0.31	0.309128630705394
ENSG00000147457	0.175	0.169	0.217	0.116182572614108
ENSG00000136193	0.509	0.043	0.165	0.128630705394191
ENSG00000130956	0.233	0.248	0.069	0.259336099585062
ENSG00000171451	0.62	0.18	0.073	0.221991701244813
ENSG00000197756	48.747	33.488	33.785	36.4398340248963
ENSG00000079785	0.856	0.542	0.435	0.551867219917012
ENSG00000122873	0.435	0.319	0.271	0.263485477178423
ENSG00000198886	75.794	45.96	97.848	55.2863070539419
ENSG00000180992	0.781	0.423	0.575	0.346473029045643
ENSG00000198301	0.335	0.292	0.29	0.230290456431535
ENSG00000136936	0.534	0.303	0.415	0.379668049792531
ENSG00000099917	0.31	0.303	0.425	0.230290456431535
ENSG00000148303	41.16	25.283	22.964	24.8278008298755
ENSG00000155959	0.536	0.343	0.335	0.315352697095436
ENSG00000131469	15.854	11.672	12.249	9.52282157676349
ENSG00000198517	0.367	0.475	0.365	0.421161825726141
ENSG00000001084	0.147	0.186	0.594	0.132780082987552
ENSG00000134056	1.082	0.566	0.612	0.697095435684647
ENSG00000128283	0.658	0.562	0.239	0.435684647302905
ENSG00000122591	0.819	0.486	0.745	0.508298755186722
ENSG00000105819	0.67	0.396	0.427	0.468879668049793
ENSG00000149743	0.283	0.144	0.128	0.304979253112033
ENSG00000133243	0.506	0.281	0.427	0.257261410788382
ENSG00000155368	3.384	2.723	3.228	2.65145228215768
ENSG00000138078	0.298	0.229	0.217	0.257261410788382
ENSG00000067208	0.579	0.384	0.921	0.37551867219917
ENSG00000080845	0.924	0.459	0.409	0.529045643153527
ENSG00000144021	0.496	0.402	0.449	0.319502074688797
ENSG00000163832	0.32	0.187	0.186	0.159751037344398
ENSG00000162368	1.279	1.174	1.237	0.620331950207469
ENSG00000150787	0.406	0.326	0.229	0.327800829875519
ENSG00000166734	0.808	0.507	0.732	0.390041493775934
ENSG00000056586	0.396	0.595	0.458	0.33195020746888
ENSG00000241370	0.296	0.204	0.119	0.199170124481328
ENSG00000147202	0.864	0.728	0.564	0.452282157676349
ENSG00000125691	24.001	15.17	20.03	12.6804979253112
ENSG00000092201	0.804	0.538	0.658	0.591286307053942
ENSG00000141425	0.215	0.227	0.246	0.25103734439834
ENSG00000214941	0.598	0.315	0.561	0.302904564315353
ENSG00000050426	0.718	0.26	0.355	0.296680497925311
ENSG00000100442	0.847	0.504	0.568	0.481327800829876
ENSG00000128185	0.517	0.334	0.419	0.33195020746888
ENSG00000180773	0.263	0.186	0.558	0.147302904564315
ENSG00000198663	0.868	0.627	0.515	0.342323651452282
ENSG00000174282	0.641	0.506	0.654	0.49792531120332
ENSG00000099810	0.366	0.18	0.346	0.203319502074689
ENSG00000127314	2.502	2.911	2.564	1.41701244813278
ENSG00000171204	0.665	0.445	0.547	0.286307053941909
ENSG00000122068	0.573	0.69	0.633	0.481327800829876
ENSG00000145425	37.175	25.941	24.797	21.4605809128631
ENSG00000132676	0.52	0.384	0.707	0.348547717842324
ENSG00000110075	0.456	0.505	0.54	0.315352697095436
ENSG00000173846	0.555	0.446	1.172	0.197095435684647
ENSG00000083312	0.894	0.825	0.78	0.419087136929461
ENSG00000135446	1.126	0.354	0.638	0.385892116182573
ENSG00000102158	0.555	0.68	0.906	0.215767634854772
ENSG00000129083	0.959	0.828	1.004	0.508298755186722
ENSG00000008517	0.676	1.588	0.206	0.114107883817427
ENSG00000198851	0.035	0.045	0.04	0.0269709543568465
ENSG00000167286	0.027	0.028	0.035	0.024896265560166
ENSG00000277734	0.409	0.031	0.06	0.016597510373444
ENSG00000127152	0.014	0.016	0.035	0.029045643153527
ENSG00000113088	0.045	0.027	0.03	0.0435684647302905
ENSG00000109929	0.264	0.196	0.246	0.136929460580913
ENSG00000115875	3.077	2.831	2.902	2.98755186721992
ENSG00000150593	1.019	1.624	1.386	0.605809128630705
ENSG00000227507	0.02	0.033	0.068	0.0186721991701245
ENSG00000105372	33.909	34.08	26.308	25.0020746887967
ENSG00000177954	74.149	40.949	39.82	46.6058091286307
ENSG00000143947	38.209	31.612	24.492	24.2448132780083
ENSG00000171858	24.29	21.828	20.127	16.6514522821577
ENSG00000168028	17.09	11.276	10.749	8.19917012448133
ENSG00000134419	36.693	26.573	21.623	15.1058091286307
ENSG00000124614	11.369	9.4	7.688	8.23858921161826
