fibroblast	endothelial_cell	macrophage	myofibroblast_cell
ENSG00000179094	1.168	0.786	1.311	0.83402489626556
ENSG00000250305	0.192	0.089	0.02	0.0311203319502075
ENSG00000107984	1.283	0.018	0.093	0.012448132780083
ENSG00000205531	0.678	0.77	0.597	0.628630705394191
ENSG00000172795	0.302	0.325	0.773	0.195020746887967
ENSG00000091542	0.616	0.548	0.657	0.533195020746888
ENSG00000173950	0.176	0.098	0.133	0.0352697095435685
ENSG00000148229	0.438	0.367	0.504	0.317427385892116
ENSG00000122557	0.37	0.423	0.505	0.288381742738589
ENSG00000162929	0.099	0.114	0.115	0.04149377593361
ENSG00000063176	0.097	0.077	0.13	0.0809128630705394
ENSG00000157036	0.127	0.101	0.066	0.0435684647302905
ENSG00000105519	0.273	0.047	0.071	0.0435684647302905
ENSG00000104228	0.103	0.075	0.08	0.0518672199170125
ENSG00000066044	0.579	0.527	0.625	0.423236514522822
ENSG00000189308	0.077	0.135	0.179	0.0477178423236514
ENSG00000172123	0.073	0.142	0.165	0.0352697095435685
ENSG00000138439	0.14	0.133	0.345	0.0394190871369295
ENSG00000174136	0.176	0.149	0.083	0.0954356846473029
ENSG00000198862	0.53	0.462	0.473	0.346473029045643
ENSG00000234444	0.071	0.137	0.148	0.0746887966804979
ENSG00000241127	0.159	0.069	0.056	0.0788381742738589
ENSG00000157600	0.067	0.058	0.31	0.045643153526971
ENSG00000162433	0.192	0.214	0.075	0.16804979253112
ENSG00000154814	0.042	0.066	0.042	0.024896265560166
ENSG00000212978	0.132	0.104	0.184	0.0539419087136929
ENSG00000157224	0.139	0.054	0.04	0.0663900414937759
ENSG00000085185	0.242	0.137	0.122	0.103734439834025
ENSG00000226221	0.154	0.077	0.073	0.0622406639004149
ENSG00000197183	0.054	0.383	0.057	0.0580912863070539
ENSG00000118785	0.043	0.174	5.406	0.0850622406639004
ENSG00000143507	0.117	0.046	0.228	0.0145228215767635
ENSG00000010165	0.174	0.162	0.132	0.0663900414937759
ENSG00000179562	0.079	0.126	0.153	0.0912863070539419
ENSG00000115159	0.147	0.225	0.255	0.0705394190871369
ENSG00000196646	0.085	0.09	0.122	0.128630705394191
ENSG00000132664	0.093	0.088	0.075	0.101659751037344
ENSG00000151135	0.786	0.35	0.173	0.443983402489627
ENSG00000151612	0.179	0.138	0.012	0.0892116182572614
ENSG00000141560	0.118	0.099	0.102	0.109958506224066
ENSG00000125735	0.14	0.011	0.063	0.00829875518672199
ENSG00000143156	0.167	0.107	0.093	0.105809128630705
ENSG00000160993	0.118	0.057	0.074	0.0580912863070539
ENSG00000135541	0.8	0.592	0.227	0.402489626556017
ENSG00000129566	0.072	0.11	0.194	0.0829875518672199
ENSG00000007545	0.136	0.142	0.107	0.0663900414937759
ENSG00000182141	0.172	0.088	0.077	0.101659751037344
ENSG00000090432	0.177	0.134	0.195	0.0809128630705394
ENSG00000155158	0.148	0.137	0.061	0.120331950207469
ENSG00000196782	0.063	0.179	0.282	0.134854771784232
ENSG00000142207	0.203	0.138	0.058	0.0643153526970954
ENSG00000186575	0.19	0.139	0.196	0.109958506224066
ENSG00000165861	0.148	0.12	0.148	0.0726141078838174
ENSG00000164654	0.102	0.094	0.255	0.0539419087136929
ENSG00000026652	0.101	0.159	0.296	0.033195020746888
ENSG00000172046	0.158	0.121	0.13	0.128630705394191
ENSG00000169026	0.173	0.171	0.306	0.033195020746888
ENSG00000173264	0.235	0.204	0.171	0.118257261410788
ENSG00000165118	0.148	0.063	0.183	0.0580912863070539
ENSG00000106025	0.037	0.55	0.017	0.0933609958506224
ENSG00000225830	0.157	0.076	0.129	0.0539419087136929
ENSG00000103995	0.339	0.093	0.206	0.0477178423236514
ENSG00000236859	0.124	0.111	0.088	0.0809128630705394
ENSG00000151470	0.072	0.111	0.206	0.155601659751037
ENSG00000173852	0.144	0.253	0.252	0.0788381742738589
ENSG00000094914	0.184	0.083	0.175	0.0995850622406639
ENSG00000167920	0.223	0.141	0.07	0.103734439834025
ENSG00000112584	0.147	0.208	0.132	0.0933609958506224
ENSG00000116903	0.106	0.151	0.147	0.0954356846473029
ENSG00000100304	0.107	0.074	0.127	0.0767634854771784
ENSG00000126070	0.761	0.698	0.716	0.45643153526971
ENSG00000154153	0.224	0.061	0.039	0.178423236514523
ENSG00000122692	0.488	0.48	0.54	0.317427385892116
ENSG00000105851	0.007	0.051	0.518	0.004149377593361
ENSG00000104154	0.138	0.126	0.108	0.037344398340249
ENSG00000285967	0.104	0.074	0.136	0.0912863070539419
ENSG00000166311	0.338	0.18	0.233	0.0871369294605809
ENSG00000142949	0.117	0.12	0.014	0.363070539419087
ENSG00000095319	0.158	0.142	0.18	0.112033195020747
ENSG00000048028	0.128	0.088	0.112	0.12655601659751
ENSG00000081059	0.136	0.078	0.094	0.116182572614108
ENSG00000198380	0.517	0.245	0.354	0.526970954356846
ENSG00000185163	0.168	0.092	0.091	0.12448132780083
ENSG00000083750	0.169	0.108	0.125	0.107883817427386
ENSG00000075240	0.102	0.185	0.28	0.0560165975103734
ENSG00000135297	0.155	0.181	0.149	0.112033195020747
ENSG00000163577	0.186	0.181	0.116	0.0871369294605809
ENSG00000124688	0.153	0.142	0.133	0.130705394190871
ENSG00000280128	0.147	0.103	0.082	0.103734439834025
ENSG00000164023	0.216	0.103	0.628	0.139004149377593
ENSG00000108559	0.157	0.13	0.136	0.114107883817427
ENSG00000279602	0.046	0.06	0.818	0.0497925311203319
ENSG00000114209	0.594	0.937	0.719	0.518672199170125
ENSG00000154370	0.156	0.085	0.182	0.101659751037344
ENSG00000198113	0.019	0.133	0.561	0.0643153526970954
ENSG00000239911	0.383	0.065	0.225	0.0311203319502075
ENSG00000088367	0.121	0.08	0.377	0.327800829875519
ENSG00000152620	0.222	0.082	0.116	0.199170124481328
ENSG00000223583	0.208	0.158	0.16	0.112033195020747
ENSG00000179743	0.134	0.218	0.207	0.107883817427386
ENSG00000066557	0.146	0.168	0.163	0.109958506224066
ENSG00000079313	0.175	0.276	0.19	0.12448132780083
ENSG00000177548	0.12	0.127	0.117	0.0684647302904564
ENSG00000261236	0.177	0.127	0.168	0.0995850622406639
ENSG00000105321	0.099	0.142	0.136	0.116182572614108
ENSG00000142065	0.11	0.089	0.074	0.0663900414937759
ENSG00000180902	0.205	0.075	0.196	0.0871369294605809
ENSG00000168016	0.141	0.128	0.131	0.0186721991701245
ENSG00000148950	0.103	0.216	0.1	0.0912863070539419
ENSG00000101473	0.142	0.072	0.201	0.0746887966804979
ENSG00000198799	0.17	0.12	0.102	0.0892116182572614
ENSG00000131725	0.155	0.225	0.308	0.120331950207469
ENSG00000136932	0.113	0.072	0.166	0.0497925311203319
ENSG00000148331	0.109	0.144	0.1	0.0726141078838174
ENSG00000101445	0.011	0.581	0.018	0.0145228215767635
ENSG00000168071	0.018	0.029	0.501	0.0145228215767635
ENSG00000165804	0.152	0.094	0.157	0.205394190871369
ENSG00000214174	0.178	0.059	0.144	0.0746887966804979
ENSG00000100726	0.172	0.109	0.14	0.132780082987552
ENSG00000139197	0.203	0.142	0.121	0.143153526970954
ENSG00000185024	0.144	0.135	0.114	0.130705394190871
ENSG00000197860	0.158	0.198	0.511	0.16804979253112
ENSG00000104731	0.095	0.073	0.152	0.0809128630705394
ENSG00000026950	0.068	0.191	0.131	0.0186721991701245
ENSG00000119772	0.135	0.203	0.316	0.112033195020747
ENSG00000170949	0.182	0.199	0.158	0.141078838174274
ENSG00000006634	0.11	0.142	0.226	0.0497925311203319
ENSG00000173660	3.047	2.375	3.608	2.76348547717842
ENSG00000143499	0.128	0.143	0.206	0.116182572614108
ENSG00000100023	0.186	0.094	0.22	0.0684647302904564
ENSG00000265354	0.223	0.128	0.142	0.0975103734439834
ENSG00000234268	0.124	0.148	0.217	0.261410788381743
ENSG00000112561	0.107	0.158	0.179	0.105809128630705
ENSG00000118939	0.27	0.204	0.271	0.107883817427386
ENSG00000132275	0.212	0.206	0.254	0.163900414937759
ENSG00000152942	0.195	0.182	0.195	0.101659751037344
ENSG00000133983	0.219	0.15	0.165	0.0809128630705394
ENSG00000204261	0.073	0.255	0.205	0.037344398340249
ENSG00000204439	0.21	0.128	0.181	0.161825726141079
ENSG00000127527	0.185	0.147	0.147	0.128630705394191
ENSG00000159063	0.23	0.136	0.152	0.0871369294605809
ENSG00000135900	0.234	0.114	0.213	0.0871369294605809
ENSG00000246695	0.334	0.138	0.07	0.0539419087136929
ENSG00000120832	0.273	0.205	0.089	0.118257261410788
ENSG00000156983	0.103	0.088	0.156	0.0809128630705394
ENSG00000165626	0.185	0.522	0.024	0.230290456431535
ENSG00000150433	0.224	0.132	0.247	0.141078838174274
ENSG00000251022	0.175	0.195	0.307	0.118257261410788
ENSG00000143457	0.234	0.156	0.13	0.0726141078838174
ENSG00000111358	0.252	0.175	0.221	0.136929460580913
ENSG00000234741	5.855	4.051	2.351	2.7448132780083
ENSG00000118246	0.24	0.216	0.171	0.155601659751037
ENSG00000005801	0.173	0.153	0.171	0.0995850622406639
ENSG00000214367	0.124	0.167	0.198	0.0912863070539419
ENSG00000184898	0.202	0.209	0.107	0.118257261410788
ENSG00000103549	0.277	0.196	0.288	0.16804979253112
ENSG00000116793	0.137	0.176	0.207	0.0933609958506224
ENSG00000167280	0.165	0.113	0.491	0.116182572614108
ENSG00000144659	0.238	0.144	0.084	0.170124481327801
ENSG00000185404	0.082	0.237	0.289	0.105809128630705
ENSG00000264247	0.116	0.118	0.14	0.0663900414937759
ENSG00000135040	0.174	0.18	0.149	0.240663900414938
ENSG00000106992	0.323	0.168	0.088	0.286307053941909
ENSG00000138698	0.133	0.173	0.367	0.132780082987552
ENSG00000138641	0.184	0.132	0.311	0.16597510373444
ENSG00000173226	0.13	0.116	0.174	0.112033195020747
ENSG00000250571	0.14	0.077	0.102	0.122406639004149
ENSG00000214226	0.104	0.181	0.122	0.0726141078838174
ENSG00000258441	0.114	0.245	0.436	0.143153526970954
ENSG00000005448	0.145	0.263	0.057	0.118257261410788
ENSG00000154305	0.812	0.562	0.421	0.466804979253112
ENSG00000114388	0.138	0.118	0.099	0.12655601659751
ENSG00000205356	0.102	0.483	0.371	0.0892116182572614
ENSG00000165898	0.246	0.219	0.204	0.0663900414937759
ENSG00000148090	0.266	0.126	0.143	0.101659751037344
ENSG00000171453	0.182	0.117	0.086	0.12655601659751
ENSG00000128928	0.319	0.153	0.215	0.172199170124481
ENSG00000147955	0.383	0.11	0.185	0.20954356846473
ENSG00000116691	0.151	0.12	0.204	0.122406639004149
ENSG00000134698	0.143	0.193	0.547	0.101659751037344
ENSG00000144451	0.241	0.135	0.077	0.238589211618257
ENSG00000104903	0.036	0.4	0.946	0.0435684647302905
ENSG00000198276	0.256	0.312	0.194	0.213692946058091
ENSG00000262454	0.301	0.065	0.019	0.0497925311203319
ENSG00000088205	1.177	1.253	1.75	1.0746887966805
ENSG00000142002	0.187	0.277	0.364	0.157676348547718
ENSG00000081026	0.25	0.217	0.103	0.178423236514523
ENSG00000112640	0.185	0.101	0.168	0.109958506224066
ENSG00000088038	0.248	0.225	0.249	0.143153526970954
ENSG00000155252	0.135	0.075	0.47	0.0622406639004149
ENSG00000149792	0.188	0.173	0.149	0.184647302904564
ENSG00000142102	0.076	0.142	0.167	0.145228215767635
ENSG00000130227	0.23	0.18	0.298	0.163900414937759
ENSG00000165792	0.178	0.092	0.158	0.141078838174274
ENSG00000279838	0.095	0.29	0.721	0.120331950207469
ENSG00000014824	0.275	0.208	0.263	0.134854771784232
ENSG00000100297	0.127	0.155	0.391	0.136929460580913
ENSG00000163558	0.297	0.292	0.228	0.172199170124481
ENSG00000165802	0.222	0.15	0.22	0.109958506224066
ENSG00000163798	0.27	0.256	0.303	0.149377593360996
ENSG00000076242	0.177	0.171	0.246	0.151452282157676
ENSG00000164118	0.215	0.143	0.218	0.109958506224066
ENSG00000164941	0.106	0.11	0.154	0.0767634854771784
ENSG00000079432	0.233	0.429	0.218	0.236514522821577
ENSG00000156381	0.27	0.099	0.247	0.118257261410788
ENSG00000085872	0.208	0.198	0.294	0.155601659751037
ENSG00000143315	0.23	0.144	0.187	0.136929460580913
ENSG00000126012	0.225	0.262	0.341	0.16597510373444
ENSG00000247315	0.226	0.227	0.187	0.172199170124481
ENSG00000108423	0.155	0.136	0.133	0.151452282157676
ENSG00000267121	0.093	0.017	0.339	0.016597510373444
ENSG00000163930	0.218	0.251	0.211	0.16804979253112
ENSG00000172817	0.472	0.052	0.075	0.423236514522822
ENSG00000113716	0.244	0.308	0.257	0.130705394190871
ENSG00000264772	0.295	0.302	0.463	0.217842323651452
ENSG00000164402	0.419	0.189	0.177	0.404564315352697
ENSG00000143891	0.14	0.113	0.702	0.0850622406639004
ENSG00000149483	0.265	0.09	0.169	0.0829875518672199
ENSG00000089280	3.133	3.902	5.047	3.25311203319502
ENSG00000165819	0.22	0.19	0.151	0.155601659751037
ENSG00000164466	0.222	0.062	0.1	0.0933609958506224
ENSG00000145736	0.204	0.115	0.076	0.0767634854771784
ENSG00000100335	0.156	0.199	0.216	0.0995850622406639
ENSG00000008405	0.181	0.247	0.147	0.151452282157676
ENSG00000247077	0.111	0.103	0.122	0.0788381742738589
ENSG00000110063	0.278	0.122	0.16	0.122406639004149
ENSG00000132376	0.221	0.379	0.198	0.199170124481328
ENSG00000277072	0.123	0.109	0.078	0.153526970954357
ENSG00000185189	0.225	0.166	0.108	0.255186721991701
ENSG00000135913	0.175	0.212	0.305	0.419087136929461
ENSG00000079616	0.319	0.203	0.342	0.157676348547718
ENSG00000164086	0.091	0.46	0.252	0.134854771784232
ENSG00000185344	0.185	0.202	0.158	0.120331950207469
ENSG00000090661	0.479	0.045	0.164	0.184647302904564
ENSG00000135698	0.208	0.149	0.345	0.116182572614108
ENSG00000151233	0.228	0.265	0.19	0.0746887966804979
ENSG00000120925	0.291	0.199	0.218	0.0829875518672199
ENSG00000235505	0.092	0.561	0.029	0.0435684647302905
ENSG00000143653	0.436	0.186	0.343	0.230290456431535
ENSG00000042493	0.275	0.144	0.743	0.0539419087136929
ENSG00000239900	0.143	0.136	0.205	0.101659751037344
ENSG00000133874	0.295	0.6	0.084	0.170124481327801
ENSG00000096070	0.138	0.104	0.096	0.103734439834025
ENSG00000136273	0.156	0.201	0.395	0.0933609958506224
ENSG00000033100	0.187	0.133	0.162	0.0850622406639004
ENSG00000089775	0.213	0.083	0.27	0.0726141078838174
ENSG00000185721	0.401	0.29	0.254	0.20954356846473
ENSG00000107897	0.305	0.317	0.541	0.116182572614108
ENSG00000144161	0.179	0.183	0.174	0.161825726141079
ENSG00000159131	0.298	0.258	0.257	0.253112033195021
ENSG00000163516	0.166	0.126	0.164	0.105809128630705
ENSG00000144231	0.157	0.127	0.112	0.107883817427386
ENSG00000130810	0.189	0.112	0.093	0.114107883817427
ENSG00000008869	0.14	0.198	0.293	0.116182572614108
ENSG00000113300	0.155	0.147	0.257	0.118257261410788
ENSG00000165322	0.552	0.193	0.36	0.180497925311203
ENSG00000215193	0.238	0.213	0.265	0.132780082987552
ENSG00000135124	0.173	0.084	0.846	0.112033195020747
ENSG00000089060	0.21	0.235	0.692	0.224066390041494
ENSG00000136270	0.246	0.126	0.235	0.136929460580913
ENSG00000169519	0.218	0.178	0.168	0.186721991701245
ENSG00000089022	0.206	0.169	0.219	0.132780082987552
ENSG00000166313	0.195	0.15	0.052	0.217842323651452
ENSG00000186416	0.152	0.165	0.767	0.174273858921162
ENSG00000100034	0.18	0.543	0.501	0.114107883817427
ENSG00000168538	0.207	0.133	0.27	0.0746887966804979
ENSG00000136861	0.305	0.181	0.336	0.217842323651452
ENSG00000136877	0.365	0.2	0.312	0.163900414937759
ENSG00000169221	0.269	0.219	0.319	0.12448132780083
ENSG00000166987	0.326	0.305	0.467	0.213692946058091
ENSG00000168924	0.18	0.211	0.159	0.0995850622406639
ENSG00000100226	0.181	0.184	0.191	0.174273858921162
ENSG00000125352	0.154	0.132	0.138	0.132780082987552
ENSG00000109016	0.34	0.403	0.151	0.16597510373444
ENSG00000086475	0.268	0.346	0.217	0.199170124481328
ENSG00000170855	0.314	0.216	0.196	0.141078838174274
ENSG00000101557	0.658	0.639	0.718	0.485477178423237
ENSG00000125375	0.337	0.187	0.242	0.182572614107884
ENSG00000146757	0.149	0.144	0.171	0.134854771784232
ENSG00000196547	0.231	0.325	0.299	0.255186721991701
ENSG00000187147	0.263	0.232	0.362	0.186721991701245
ENSG00000158793	0.283	0.305	0.254	0.224066390041494
ENSG00000189136	0.283	0.129	0.1	0.197095435684647
ENSG00000125648	0.213	0.129	0.029	0.325726141078838
ENSG00000138303	0.22	0.137	0.272	0.120331950207469
ENSG00000023041	0.234	0.203	0.337	0.130705394190871
ENSG00000236287	0.362	0.228	0.38	0.228215767634855
ENSG00000178177	0.201	0.318	0.501	0.151452282157676
ENSG00000116497	0.237	0.225	0.286	0.221991701244813
ENSG00000100060	0.014	0.484	0.522	0.0145228215767635
ENSG00000091009	0.199	0.237	0.266	0.186721991701245
ENSG00000173402	0.331	0.37	0.224	0.454356846473029
ENSG00000083720	0.213	0.126	0.046	0.174273858921162
ENSG00000198648	0.202	0.063	0.07	0.263485477178423
ENSG00000068024	0.315	0.159	0.263	0.0726141078838174
ENSG00000101544	0.26	0.287	0.624	0.199170124481328
ENSG00000132394	0.159	0.127	0.117	0.128630705394191
ENSG00000184220	0.485	0.243	0.159	0.199170124481328
ENSG00000157350	0.203	0.275	0.226	0.116182572614108
ENSG00000142784	0.237	0.186	0.342	0.180497925311203
ENSG00000136908	0.396	0.217	0.254	0.155601659751037
ENSG00000083444	0.375	0.197	0.407	0.232365145228216
ENSG00000104219	0.121	0.254	0.38	0.118257261410788
ENSG00000141503	0.149	0.317	0.162	0.101659751037344
ENSG00000180694	0.412	0.139	0.156	0.114107883817427
ENSG00000115540	0.707	0.847	0.852	0.566390041493776
ENSG00000009780	0.4	0.173	0.257	0.288381742738589
ENSG00000072518	0.233	0.287	0.588	0.174273858921162
ENSG00000156232	0.227	0.371	0.337	0.261410788381743
ENSG00000146802	0.227	0.194	0.251	0.128630705394191
ENSG00000067596	0.245	0.259	0.234	0.153526970954357
ENSG00000176108	0.209	0.165	0.255	0.0829875518672199
ENSG00000153006	0.786	0.744	0.852	0.545643153526971
ENSG00000140280	0.385	0.372	0.209	0.224066390041494
ENSG00000121104	0.164	0.193	0.058	0.176348547717842
ENSG00000020577	0.664	0.33	0.222	0.226141078838174
ENSG00000196312	0.22	0.224	0.285	0.20746887966805
ENSG00000124207	0.265	0.257	0.351	0.195020746887967
ENSG00000130159	0.411	0.256	0.256	0.294605809128631
ENSG00000123575	0.162	0.264	0.335	0.199170124481328
ENSG00000166471	0.27	0.173	0.364	0.120331950207469
ENSG00000089486	0.195	0.365	0.264	0.120331950207469
ENSG00000269929	0.209	0.27	0.376	0.219917012448133
ENSG00000112787	0.28	0.208	0.311	0.215767634854772
ENSG00000110274	0.258	0.254	0.194	0.195020746887967
ENSG00000105341	0.312	0.502	0.222	0.192946058091286
ENSG00000154059	0.227	0.205	0.316	0.136929460580913
ENSG00000174456	0.385	0.214	0.19	0.161825726141079
ENSG00000125386	0.226	0.275	0.301	0.176348547717842
ENSG00000145782	0.935	0.566	0.79	0.383817427385892
ENSG00000086102	0.248	0.172	0.316	0.132780082987552
ENSG00000118707	0.067	0.17	0.265	0.118257261410788
ENSG00000167842	0.157	0.19	0.181	0.130705394190871
ENSG00000075914	0.48	0.19	0.184	0.192946058091286
ENSG00000168890	0.289	0.209	0.236	0.12655601659751
ENSG00000167548	0.161	0.293	0.298	0.153526970954357
ENSG00000164897	0.272	0.285	0.264	0.199170124481328
ENSG00000013375	0.362	0.228	0.294	0.153526970954357
ENSG00000127334	0.266	0.158	0.397	0.323651452282158
ENSG00000130764	0.344	0.196	0.225	0.253112033195021
ENSG00000071243	0.253	0.3	0.419	0.24896265560166
ENSG00000135521	0.321	0.22	0.209	0.161825726141079
ENSG00000178149	0.38	0.266	0.222	0.25103734439834
ENSG00000111731	0.134	0.167	0.657	0.0995850622406639
ENSG00000163781	0.277	0.197	0.334	0.0975103734439834
ENSG00000146109	0.24	0.22	0.199	0.157676348547718
ENSG00000161920	0.365	0.092	0.227	0.161825726141079
ENSG00000077458	0.209	0.311	0.317	0.195020746887967
ENSG00000163877	0.2	0.183	0.278	0.143153526970954
ENSG00000167977	0.141	0.194	0.447	0.0975103734439834
ENSG00000129675	0.2	0.16	0.548	0.286307053941909
ENSG00000096080	0.454	0.235	0.218	0.219917012448133
ENSG00000171612	0.299	0.24	0.308	0.377593360995851
ENSG00000133114	0.27	0.268	0.26	0.192946058091286
ENSG00000086712	0.458	0.177	0.16	0.176348547717842
ENSG00000213178	0.308	0.27	0.255	0.186721991701245
ENSG00000156958	0.262	0.289	0.274	0.12448132780083
ENSG00000177917	0.265	0.406	0.296	0.201244813278008
ENSG00000153029	0.247	0.081	0.517	0.139004149377593
ENSG00000162688	0.376	0.173	0.254	0.188796680497925
ENSG00000139370	0.344	0.1	0.444	0.172199170124481
ENSG00000151466	0.135	0.155	0.253	0.157676348547718
ENSG00000258890	0.328	0.179	0.228	0.20954356846473
ENSG00000119640	0.486	0.238	0.131	0.356846473029046
ENSG00000182400	0.24	0.213	0.306	0.213692946058091
ENSG00000204304	0.264	0.308	0.293	0.263485477178423
ENSG00000105127	0.208	0.269	0.225	0.188796680497925
ENSG00000158850	0.283	0.47	0.189	0.402489626556017
ENSG00000166439	0.21	0.183	0.296	0.195020746887967
ENSG00000130518	0.229	0.45	0.549	0.228215767634855
ENSG00000142409	0.254	0.42	0.334	0.238589211618257
ENSG00000166801	0.361	0.4	1.089	0.0788381742738589
ENSG00000119711	0.651	0.254	0.176	0.240663900414938
ENSG00000100347	0.374	0.566	0.248	0.232365145228216
ENSG00000168887	0.277	0.166	0.273	0.147302904564315
ENSG00000135414	0.274	0.082	0.133	0.336099585062241
ENSG00000120733	0.369	0.509	0.73	0.238589211618257
ENSG00000139505	0.251	0.281	0.701	0.170124481327801
ENSG00000178307	0.383	0.293	0.224	0.203319502074689
ENSG00000015475	0.166	0.31	0.717	0.0435684647302905
ENSG00000072756	0.231	0.397	0.202	0.159751037344398
ENSG00000136897	0.35	0.276	0.206	0.157676348547718
ENSG00000064115	0.257	0.359	0.52	0.172199170124481
ENSG00000100784	0.362	0.348	0.407	0.246887966804979
ENSG00000124541	0.336	0.281	0.232	0.25103734439834
ENSG00000186111	0.194	0.374	0.343	0.176348547717842
ENSG00000160813	0.298	0.288	0.166	0.230290456431535
ENSG00000196839	0.951	0.158	0.25	0.112033195020747
ENSG00000136738	0.348	0.152	0.31	0.118257261410788
ENSG00000173273	0.312	0.285	0.226	0.182572614107884
ENSG00000137073	0.264	0.342	0.422	0.184647302904564
ENSG00000158290	0.311	0.303	0.476	0.195020746887967
ENSG00000137449	0.239	0.407	0.525	0.284232365145228
ENSG00000239305	0.419	0.314	0.414	0.29045643153527
ENSG00000155287	0.328	0.356	0.249	0.259336099585062
ENSG00000105671	0.353	0.162	0.256	0.155601659751037
ENSG00000169045	2.136	2.749	2.823	2.01867219917012
ENSG00000196227	0.198	0.178	0.353	0.242738589211618
ENSG00000154642	0.18	0.464	0.163	0.114107883817427
ENSG00000164574	0.894	0.444	0.297	0.0580912863070539
ENSG00000137075	0.349	0.431	0.457	0.340248962655602
ENSG00000079999	0.484	0.338	0.273	0.199170124481328
ENSG00000033030	0.3	0.314	0.414	0.234439834024896
ENSG00000163539	0.221	0.251	0.525	0.275933609958506
ENSG00000132481	0.479	0.413	0.381	0.280082987551867
ENSG00000168282	0.278	0.275	0.373	0.0954356846473029
ENSG00000164985	0.943	1.029	0.646	0.829875518672199
ENSG00000167081	0.558	0.141	0.427	0.188796680497925
ENSG00000156990	0.278	0.125	0.214	0.16597510373444
ENSG00000157778	0.412	0.246	0.288	0.174273858921162
ENSG00000125629	0.232	0.157	0.26	0.215767634854772
ENSG00000110925	0.261	0.408	0.339	0.307053941908714
ENSG00000205629	0.335	0.225	0.246	0.116182572614108
ENSG00000235174	0.344	0.257	0.234	0.180497925311203
ENSG00000130826	0.37	0.362	0.353	0.253112033195021
ENSG00000078142	0.262	0.265	0.277	0.228215767634855
ENSG00000135974	0.328	0.211	0.235	0.195020746887967
ENSG00000115504	0.559	0.295	0.217	0.176348547717842
ENSG00000130517	0.168	0.15	0.448	0.128630705394191
ENSG00000107929	0.285	0.347	0.619	0.161825726141079
ENSG00000167136	0.558	0.243	0.251	0.253112033195021
ENSG00000136940	0.346	0.39	0.325	0.172199170124481
ENSG00000214022	0.251	0.309	0.349	0.240663900414938
ENSG00000095066	0.254	0.154	0.331	0.25103734439834
ENSG00000078902	0.418	0.234	0.578	0.205394190871369
ENSG00000215712	0.423	0.305	0.312	0.280082987551867
ENSG00000119878	0.523	0.236	0.338	0.296680497925311
ENSG00000070423	0.383	0.312	0.292	0.236514522821577
ENSG00000116750	0.215	0.341	0.335	0.149377593360996
ENSG00000111802	0.325	0.364	0.504	0.176348547717842
ENSG00000174744	0.337	0.287	0.465	0.199170124481328
ENSG00000214113	0.413	0.378	0.253	0.317427385892116
ENSG00000171720	0.382	0.177	0.331	0.188796680497925
ENSG00000179364	0.359	0.459	0.494	0.261410788381743
ENSG00000274012	0.38	0.378	0.38	0.195020746887967
ENSG00000148337	0.564	0.282	0.371	0.286307053941909
ENSG00000170088	0.44	0.279	0.635	0.180497925311203
ENSG00000198146	0.306	0.298	0.297	0.180497925311203
ENSG00000197498	0.548	0.378	0.492	0.261410788381743
ENSG00000111231	0.398	0.201	0.347	0.288381742738589
ENSG00000037241	0.393	0.39	0.335	0.203319502074689
ENSG00000159348	0.403	0.29	0.661	0.253112033195021
ENSG00000188690	0.49	0.207	0.422	0.178423236514523
ENSG00000107625	0.46	0.381	0.252	0.325726141078838
ENSG00000198563	0.409	0.345	0.373	0.288381742738589
ENSG00000159579	0.331	0.266	0.274	0.201244813278008
ENSG00000244398	0.348	0.283	0.294	0.230290456431535
ENSG00000177963	0.375	0.323	0.383	0.257261410788382
ENSG00000116857	0.475	0.169	0.217	0.163900414937759
ENSG00000145740	0.392	0.231	0.29	0.178423236514523
ENSG00000170266	0.453	0.16	0.815	0.116182572614108
ENSG00000101158	0.442	0.228	0.252	0.267634854771784
ENSG00000163807	0.316	0.42	0.306	0.253112033195021
ENSG00000162601	0.27	0.379	0.366	0.271784232365145
ENSG00000198055	0.131	0.098	0.379	0.112033195020747
ENSG00000156304	0.318	0.345	0.395	0.24896265560166
ENSG00000162702	0.221	0.421	0.471	0.155601659751037
ENSG00000139436	0.316	0.422	0.759	0.195020746887967
ENSG00000171311	0.364	0.242	0.243	0.143153526970954
ENSG00000106367	0.338	0.571	0.346	0.178423236514523
ENSG00000164134	0.341	0.407	0.396	0.288381742738589
ENSG00000143793	0.391	0.254	0.224	0.273858921161826
ENSG00000131876	0.322	0.274	0.274	0.174273858921162
ENSG00000205250	0.399	0.383	0.404	0.278008298755187
ENSG00000113971	0.46	0.436	0.361	0.336099585062241
ENSG00000139496	0.371	0.378	0.893	0.286307053941909
ENSG00000069275	4.311	2.714	3.417	2.94605809128631
ENSG00000149499	0.25	0.45	0.312	0.143153526970954
ENSG00000132005	0.251	0.335	0.536	0.244813278008299
ENSG00000070761	0.45	0.496	0.263	0.184647302904564
ENSG00000093183	0.502	0.476	0.312	0.321576763485477
ENSG00000066379	0.397	0.327	0.244	0.645228215767635
ENSG00000159086	0.317	0.239	0.343	0.192946058091286
ENSG00000255717	0.2	0.308	0.489	0.304979253112033
ENSG00000110066	0.525	0.374	0.451	0.369294605809129
ENSG00000138750	0.459	0.287	0.274	0.234439834024896
ENSG00000167005	0.549	0.423	0.438	0.350622406639004
ENSG00000100083	0.252	0.26	0.625	0.20954356846473
