erythrocyte	classical_monocyte	neutrophil	memory_B_cell	plasma_cell	platelet
ENSG00000008441	1.918	0.195	0.0268317853457172	0.0251046025104603	0.148936170212766	0
ENSG00000066926	2.157	0.262	0.0412796697626419	0.0794979079497908	0.425531914893617	0.09
ENSG00000165406	2.281	0.331	0.0732714138286894	0.468619246861925	0.906382978723404	0.27
ENSG00000090238	4.615	1.849	1.62229102167183	1.99163179916318	1.80851063829787	0.7
ENSG00000034713	4.682	1.766	1.20227038183695	1.13389121338912	3.99148936170213	2.41
ENSG00000167768	1.942	0.119	0.0196078431372549	0.0209205020920502	0.0936170212765957	0
ENSG00000004939	1.759	0.242	0.0454076367389061	0.0502092050209205	0.212765957446809	0.02
ENSG00000235169	1.982	0.184	0.04437564499484	0.117154811715481	0.246808510638298	1.91
ENSG00000172270	4.051	1.411	0.283797729618163	0.569037656903766	6.58297872340426	1.01
ENSG00000166947	1.281	0.088	0.0175438596491228	0.0292887029288703	0.102127659574468	0.01
ENSG00000181788	2.259	0.494	0.140350877192982	0.288702928870293	1.77446808510638	1.18
ENSG00000107262	3.268	1.289	0.25077399380805	0.594142259414226	5.27659574468085	0.45
ENSG00000114784	3.8	1.452	0.572755417956656	1.14644351464435	2.73617021276596	1.76
ENSG00000099804	1.577	0.348	0.117647058823529	0.100418410041841	0.812765957446808	0.19
ENSG00000266412	3.869	3.076	0.811145510835913	0.502092050209205	2.37446808510638	3.68
ENSG00000111666	1.96	0.807	0.31062951496388	0.97489539748954	1.36170212765957	0.16
ENSG00000186591	2.405	0.794	0.474716202270382	0.656903765690377	2.60851063829787	1.64
ENSG00000135070	1.841	0.431	0.117647058823529	0.288702928870293	1.37446808510638	1.28
ENSG00000108309	1.092	0.067	0.0196078431372549	0.0292887029288703	0.140425531914894	0
ENSG00000060237	3.22	2.269	0.545923632610939	1.14644351464435	3.25957446808511	0.92
ENSG00000133816	1.023	0.486	0.0402476780185759	0.0251046025104603	0.0808510638297872	0.02
ENSG00000150867	3.082	1.251	0.279669762641899	1.1673640167364	1.6	3.17
ENSG00000167671	1.088	0.462	0.087719298245614	0.263598326359833	0.736170212765957	0.6
ENSG00000158828	0.939	0.329	0.153766769865841	0.104602510460251	0.357446808510638	0.11
ENSG00000168785	1.095	0.119	0.0175438596491228	0.112970711297071	0.412765957446808	0.18
ENSG00000136908	1.13	0.29	0.0340557275541796	0.217573221757322	2.21702127659574	0.31
ENSG00000198336	0.9	0.054	0.00928792569659443	0.0251046025104603	0.102127659574468	0.03
ENSG00000184792	0.789	0.096	0.0237358101135191	0.0125523012552301	0.0723404255319149	0.53
ENSG00000076770	1.011	0.457	0.0392156862745098	0.322175732217573	0.706382978723404	0.31
ENSG00000250361	0.702	0.031	0.00412796697626419	0.00836820083682008	0.0382978723404255	0
ENSG00000123240	1.64	0.158	0.0319917440660475	0.514644351464435	1.34042553191489	0.47
ENSG00000243064	0.532	0.035	0.0113519091847265	0.00836820083682008	0.0595744680851064	0
ENSG00000224177	0.599	0.026	0.00309597523219814	0	0.0638297872340425	0
ENSG00000133193	0.915	0.269	0.0639834881320949	0.234309623430962	1.36595744680851	0.46
ENSG00000119636	0.556	0.043	0.0154798761609907	0	0.0723404255319149	0.47
ENSG00000180667	0.939	0.318	0.237358101135191	0.142259414225941	0.438297872340426	0.56
ENSG00000166046	1.192	0.49	0.341589267285862	0.493723849372385	0.357446808510638	0.04
ENSG00000166946	2.692	1.273	0.892672858617131	0.95397489539749	2.28936170212766	0.63
ENSG00000141469	0.513	0.052	0.00722394220846233	0.0543933054393305	0.0936170212765957	0
ENSG00000196998	0.927	0.527	0.114551083591331	0.267782426778243	1.56595744680851	0.19
ENSG00000100325	0.742	0.329	0.0319917440660475	0.301255230125523	0.940425531914894	0.02
ENSG00000112146	1.718	1.344	0.850361197110423	0.682008368200837	1.83829787234043	0.4
ENSG00000137267	0.653	0.121	0.00619195046439629	0.171548117154812	0.331914893617021	0.25
ENSG00000136842	0.465	0.116	0.0103199174406605	0.0376569037656904	0.0978723404255319	0.08
ENSG00000164849	0.348	0.018	0.00722394220846233	0.00418410041841004	0.025531914893617	0.02
ENSG00000103148	0.698	0.186	0.0278637770897833	0.192468619246862	0.740425531914894	0.38
ENSG00000057757	1.348	0.334	0.0732714138286894	0.380753138075314	1.52765957446809	0.5
ENSG00000049759	0.426	0.071	0.00619195046439629	0.133891213389121	0.229787234042553	0
ENSG00000156738	0.015	0.047	0.00619195046439629	11.1213389121339	0.28936170212766	0
ENSG00000153064	0.008	0.098	0.00825593395252838	6.8326359832636	1.2936170212766	0.56
ENSG00000116191	0.018	0.13	0.130030959752322	6.43096234309623	3.74468085106383	0.04
ENSG00000227507	0.04	0.199	0.576883384932921	9.33054393305439	0.361702127659574	0.02
ENSG00000179344	0.013	0.39	0.0309597523219814	4.58577405857741	1.01702127659574	0.04
ENSG00000136573	0.009	0.014	0.00412796697626419	2.41004184100418	0.919148936170213	0.01
ENSG00000169508	0.011	0.447	0.0144478844169247	2.86192468619247	1.20425531914894	0.04
ENSG00000277443	0.014	0.717	0.993808049535604	2.82426778242678	2.36595744680851	0.1
ENSG00000112799	0.016	1.283	0.00722394220846233	1.7071129707113	0.165957446808511	0.03
ENSG00000163568	0.002	0.014	0.0309597523219814	1.32217573221757	0.876595744680851	0
ENSG00000171604	0.013	0.559	0.0196078431372549	2.2928870292887	5.38297872340426	0.06
ENSG00000144645	0.004	0.004	0.00206398348813209	1.18828451882845	1.3531914893617	0
ENSG00000143546	5.061	193.834	397.358101135191	15.1213389121339	36.2851063829787	8.88
ENSG00000163220	8.896	330.287	371.094943240454	12.1757322175732	46.5276595744681	12.35
ENSG00000163221	0.498	17.026	34.719298245614	1.51882845188285	3.6468085106383	0.87
ENSG00000163993	0.053	0.387	7.10732714138287	0.154811715481172	0.31063829787234	0.06
ENSG00000132965	0.123	3.545	7.17853457172343	0.832635983263598	0.740425531914894	0.26
ENSG00000115590	0.13	8.251	7.96697626418989	0.564853556485356	0.970212765957447	0.37
ENSG00000115271	0.087	4.885	7.47368421052632	0.456066945606695	1.0468085106383	0.26
ENSG00000012223	0.166	0.663	18.2146542827657	0.238493723849372	0.736170212765957	0.09
ENSG00000102837	0.101	0.478	14.2177502579979	0.288702928870293	0.370212765957447	0.05
ENSG00000008438	0.077	0.264	5.54076367389061	0.100418410041841	0.285106382978723	0.05
ENSG00000100985	0.089	0.326	7.40970072239422	0.242677824267782	0.45531914893617	0.03
ENSG00000158825	0.095	2.376	3.97420020639835	0.121338912133891	0.357446808510638	0.08
ENSG00000148346	0.206	0.633	14.1186790505676	0.305439330543933	0.595744680851064	2.73
ENSG00000104918	0.161	3.087	12.8452012383901	0.372384937238494	0.893617021276596	0.06
ENSG00000118520	0.054	0.104	2.43034055727554	0.0502092050209205	0.11063829787234	0
ENSG00000138772	0.015	0.103	2.3828689370485	0.0502092050209205	0.268085106382979	0.15
ENSG00000272398	0.035	0.189	4.98039215686275	1.80334728033473	0.178723404255319	0.03
ENSG00000176788	0.026	0.719	3.18472652218782	1.13389121338912	3.52340425531915	0.02
ENSG00000164047	0.046	0.243	7.43343653250774	0.0627615062761506	0.212765957446809	0.01
ENSG00000118113	0.019	0.129	3.29205366357069	0.0292887029288703	0.161702127659574	0.01
ENSG00000186529	0.02	0.168	2.07533539731682	0.0669456066945607	0.106382978723404	0.02
ENSG00000120306	0.385	0.429	2.15995872033024	0.221757322175732	0.753191489361702	0.02
ENSG00000100504	0.032	1.044	2.37151702786378	0.100418410041841	0.251063829787234	0.71
ENSG00000159339	0.041	0.655	2.75748194014448	0.129707112970711	0.191489361702128	0.34
ENSG00000159496	0.028	0.11	1.8937048503612	0.0669456066945607	0.161702127659574	0.01
ENSG00000124469	0.015	0.084	2.19607843137255	0.0209205020920502	0.0382978723404255	0.01
ENSG00000198736	0.043	1.343	1.85345717234262	0.100418410041841	0.838297872340426	0.08
ENSG00000096006	0.011	0.065	2.0515995872033	0.0251046025104603	0.0595744680851064	0
ENSG00000257017	0.024	0.215	1.81011351909185	0.0125523012552301	0.0680851063829787	0
ENSG00000204936	0.016	0.061	1.6171310629515	0.0292887029288703	0.106382978723404	0
ENSG00000183019	0.035	1.264	1.40247678018576	0.0334728033472803	0.195744680851064	0.24
ENSG00000162747	0.024	0.07	1.81424148606811	0.0669456066945607	0.102127659574468	0.02
ENSG00000011198	0.046	0.868	1.70588235294118	0.175732217573222	0.923404255319149	0.35
ENSG00000101425	0.01	0.057	1.36532507739938	0.00836820083682008	0.0382978723404255	0.01
ENSG00000257335	0.012	0.074	1.15376676986584	0.0460251046025105	0.0765957446808511	0.01
ENSG00000140932	0.032	0.219	2.26728586171311	0.0794979079497908	0.225531914893617	0.26
ENSG00000123689	0.023	0.343	2.64912280701754	0.196652719665272	0.136170212765957	0.01
ENSG00000100365	0.041	1.02	1.79153766769866	0.790794979079498	1.16595744680851	0.15
ENSG00000134827	0.009	0.048	1.10216718266254	0.0209205020920502	0.0297872340425532	0.02
ENSG00000167434	0.016	0.05	0.945304437564499	0.0125523012552301	0.0595744680851064	0
ENSG00000069974	0.014	1.189	1.56862745098039	0.167364016736402	1.82127659574468	0.08
ENSG00000059728	0.04	1.572	1.94633642930857	0.146443514644351	0.91063829787234	1.01
ENSG00000112303	0.023	0.318	1.54385964912281	0.133891213389121	0.114893617021277	0.04
ENSG00000179869	0.011	0.051	1.30237358101135	0.0251046025104603	0.0382978723404255	0.01
ENSG00000148154	0.017	0.235	1.56759545923633	0.895397489539749	1.13617021276596	0.02
ENSG00000170571	0.042	2.407	2.97832817337461	1.0418410041841	1.62978723404255	0.14
ENSG00000133063	0.014	0.064	0.74922600619195	0.0292887029288703	0.0553191489361702	0.01
ENSG00000229314	0.006	0.028	0.729618163054696	0.0125523012552301	0.0468085106382979	0
ENSG00000115828	0.01	0.584	0.801857585139319	0.0334728033472803	0.182978723404255	0.07
ENSG00000008516	0.037	0.323	0.884416924664603	0.0627615062761506	0.131914893617021	0.01
ENSG00000158470	0.019	0.514	0.797729618163055	0.0460251046025105	0.148936170212766	0.14
ENSG00000116679	0.039	1.005	1.37667698658411	0.330543933054393	0.965957446808511	0.35
ENSG00000112062	0.023	1.026	1.18679050567595	0.276150627615063	1.09787234042553	0.84
ENSG00000211895	1.924	1.859	0.837977296181631	4.80753138075314	1277.00425531915	1.48
ENSG00000132465	0.145	0.145	0.114551083591331	1.56485355648536	205.310638297872	0.61
ENSG00000170476	0.064	0.068	0.0454076367389061	0.610878661087866	66.7744680851064	0.08
ENSG00000211592	2.362	2.303	1.86893704850361	37.8075313807531	2368.62127659574	0.86
ENSG00000166598	0.116	3.205	0.441692466460268	2.2510460251046	164.302127659574	2.13
ENSG00000166562	0.048	0.401	0.0970072239422085	0.920502092050209	44.5574468085106	0.31
ENSG00000166794	0.088	2.656	0.418988648090815	1.88702928870293	88.2765957446808	1.99
ENSG00000044574	0.097	2.4	0.657378740970072	1.39748953974895	71.2553191489362	1.21
ENSG00000128228	0.052	0.487	0.0567595459236326	0.234309623430962	27.9872340425532	0.14
ENSG00000113387	0.158	2.823	1.00103199174407	3.87866108786611	87.063829787234	1.52
ENSG00000134285	0.014	0.076	0.0278637770897833	0.209205020920502	23.668085106383	0.08
ENSG00000179218	0.213	2.044	0.173374613003096	1.70292887029289	63.0170212765957	2.34
ENSG00000143870	0.05	1.157	0.102167182662539	0.920502092050209	38.9531914893617	1.72
ENSG00000211677	0.708	0.734	0.453044375644995	12.4979079497908	992.127659574468	0.25
ENSG00000155660	0.016	0.4	0.0423116615067079	0.209205020920502	17.263829787234	0.28
ENSG00000114850	0.046	1.504	0.205366357069143	0.539748953974895	28.1063829787234	0.9
ENSG00000074842	0.037	0.773	0.0701754385964912	0.301255230125523	25.0893617021277	0.36
ENSG00000048462	0.007	0.014	0.00722394220846233	0.0836820083682008	14.3531914893617	0.08
ENSG00000145050	0.018	0.237	0.0464396284829721	0.192468619246862	21.0382978723404	0.64
ENSG00000074695	0.018	0.333	0.0381836945304438	0.443514644351464	21.6468085106383	0.68
ENSG00000099958	0.023	0.019	0.00825593395252838	0.297071129707113	14.2723404255319	0.04
ENSG00000118363	0.037	0.882	0.157894736842105	1.28451882845188	25.6553191489362	0.47
ENSG00000125844	0.019	1.127	0.143446852425181	0.255230125523013	18.331914893617	0.09
ENSG00000100911	0.06	1.185	0.0980392156862745	0.698744769874477	25.4170212765957	0.46
ENSG00000198833	0.045	2.487	0.812177502579979	1.60251046025105	23.1744680851064	0.99
ENSG00000100219	0.031	0.803	0.0908152734778122	0.338912133891213	24.9617021276596	0.16
ENSG00000185624	0.073	1.968	0.416924664602683	0.468619246861925	21.3106382978723	1.54
ENSG00000110777	0.013	0.013	0.0134158926728586	1.15481171548117	10.0340425531915	0.01
ENSG00000057657	0.028	0.227	0.0381836945304438	0.188284518828452	12.6085106382979	0.06
ENSG00000211890	0.051	0.06	0.0330237358101135	0.761506276150628	56.8127659574468	0.09
ENSG00000106803	0.083	2.582	0.513931888544892	1.21338912133891	35.6127659574468	1.01
ENSG00000116649	0.035	0.401	0.0237358101135191	0.602510460251046	17.3446808510638	0.42
ENSG00000211679	0.542	0.497	0.324045407636739	8.12133891213389	851.906382978723	0.16
ENSG00000129128	0.03	2.084	0.476780185758514	1.06276150627615	22.8425531914894	0.76
ENSG00000132432	0.063	1.271	0.25077399380805	0.665271966527197	21.9446808510638	0.57
ENSG00000118985	0.029	0.228	0.149638802889577	0.234309623430962	9.36170212765957	0.08
ENSG00000172183	0.147	0.337	0.152734778121775	3.77405857740586	26.6765957446809	0.1
ENSG00000131871	0.014	0.754	0.134158926728586	0.355648535564854	13.136170212766	0.23
ENSG00000147649	0.052	4.452	1.09391124871001	2.61087866108787	36.3191489361702	1.24
ENSG00000049656	0.031	0.444	0.0722394220846233	0.276150627615063	11.6723404255319	0.29
ENSG00000184164	0.018	0.223	0.0309597523219814	0.242677824267782	10.3063829787234	0.12
ENSG00000180879	0.217	3.242	0.564499484004128	1.94979079497908	34.7148936170213	4.92
ENSG00000154978	0.018	0.357	0.189886480908153	1.05857740585774	9.32765957446808	0.2
ENSG00000105669	0.251	2.365	0.609907120743034	1.16317991631799	20.0425531914894	1.43
ENSG00000135916	0.011	0.029	0.0330237358101135	0.682008368200837	12.1531914893617	0.09
ENSG00000117450	0.368	2.2	0.0515995872033024	1.02510460251046	22.8170212765957	0.74
ENSG00000148773	0.043	0.044	0.342621259029928	0.00418410041841004	17.7914893617021	0.45
ENSG00000058262	0.021	0.547	0.0949432404540764	0.221757322175732	8.3531914893617	0.25
ENSG00000118705	0.031	1.31	0.226006191950464	0.468619246861925	15.331914893617	0.88
ENSG00000139193	0.019	0.019	0.00928792569659443	1.03347280334728	9.54468085106383	0
ENSG00000115677	0.156	1.427	0.207430340557276	0.297071129707113	12.7617021276596	0.65
ENSG00000110917	0.018	0.574	0.0763673890608875	0.288702928870293	11.9872340425532	1.64
ENSG00000184840	0.035	0.625	0.0732714138286894	0.481171548117155	14.9148936170213	0.56
ENSG00000136240	0.115	0.695	0.120743034055728	0.317991631799163	12.5489361702128	0.26
ENSG00000165280	0.058	1.204	0.396284829721362	0.841004184100418	13.2510638297872	0.72
ENSG00000143799	0.018	0.426	0.0299277605779154	1.9163179916318	15.1063829787234	0.36
ENSG00000101294	0.037	1.624	0.406604747162023	0.338912133891213	11.5659574468085	0.21
ENSG00000198937	0.019	0.11	0.0175438596491228	0.330543933054393	7.25106382978723	0.03
ENSG00000165272	0.021	0.02	0.00825593395252838	0.0334728033472803	10.0170212765957	0.02
ENSG00000197061	0.251	0.63	1.30030959752322	1.68619246861925	74.4978723404255	0.59
ENSG00000198938	5.258	50.156	10.5841073271414	58.4644351464435	417.404255319149	31.61
ENSG00000127022	0.047	2.939	0.51702786377709	0.920502092050209	22.1106382978723	1.26
ENSG00000149428	0.008	0.2	0.0154798761609907	0.0920502092050209	7.07234042553192	0.17
ENSG00000145494	0.053	2.06	0.326109391124871	0.677824267782427	13.463829787234	0.43
ENSG00000068912	0.016	0.392	0.0361197110423117	0.271966527196653	9.23829787234042	0.22
ENSG00000154518	0.084	2.791	0.280701754385965	1.33891213389121	26.7063829787234	0.9
ENSG00000134825	0.061	1.62	0.423116615067079	0.891213389121339	17.7446808510638	0.45
ENSG00000118971	0.02	0.15	0.136222910216718	0.267782426778243	17.4425531914894	0.11
ENSG00000153066	0.01	0.277	0.0546955624355005	0.184100418410042	6.37446808510638	0.06
ENSG00000226950	0.027	0.141	0.0185758513931889	0.769874476987448	12.1106382978723	0.37
ENSG00000090520	0.014	0.427	0.086687306501548	0.276150627615063	9.06382978723404	0.31
ENSG00000198856	0.024	0.728	0.0670794633642931	0.389121338912134	14.268085106383	0.54
ENSG00000240505	0.01	0.009	0.00515995872033024	1.65690376569038	6.14468085106383	0.02
ENSG00000106153	0.545	4.133	0.81733746130031	2.86610878661088	40.8127659574468	2.87
ENSG00000163902	0.013	1.427	0.198142414860681	0.171548117154812	8.13617021276596	0.56
ENSG00000123131	0.017	0.184	0.0247678018575851	0.112970711297071	8.63829787234043	0.37
ENSG00000239264	0.005	0.014	0.00412796697626419	0.0753138075313808	5.33617021276596	0.04
ENSG00000180817	0.028	0.807	0.0701754385964912	0.97907949790795	14.4978723404255	0.4
ENSG00000136986	0.09	0.414	0.155830753353973	0.384937238493724	8.17021276595745	0.23
ENSG00000189159	0.093	1.15	0.929824561403509	0.782426778242678	13.9021276595745	0.17
ENSG00000163479	0.07	2.076	0.416924664602683	1.7907949790795	24.3659574468085	0.51
ENSG00000067167	0.066	1.589	0.264189886480908	0.857740585774059	14.0978723404255	1.23
ENSG00000114902	0.078	1.526	0.288957688338493	1.31380753138075	18.2808510638298	0.98
ENSG00000182934	0.026	0.581	0.146542827657379	0.581589958158996	10.0936170212766	0.47
ENSG00000169223	0.042	1.176	0.313725490196078	0.489539748953975	11.6595744680851	0.49
ENSG00000102096	0.057	0.043	0.0412796697626419	0.368200836820084	7.20425531914894	0.09
ENSG00000113810	0.027	0.373	0.178534571723426	0.397489539748954	12.3702127659574	0.66
ENSG00000198900	1.619	1.349	0.304437564499484	0.832635983263598	13.6595744680851	1.44
ENSG00000101057	0.006	0.01	0.0361197110423117	0.0167364016736402	8.02127659574468	0.13
ENSG00000089220	0.023	0.451	0.0608875128998968	1.82426778242678	17.9446808510638	0.84
ENSG00000108829	0.025	0.432	0.0701754385964912	0.263598326359833	8.4468085106383	0.27
ENSG00000168701	0.027	0.464	0.0949432404540764	0.364016736401674	7.34042553191489	0.1
ENSG00000172115	0.046	1.134	0.149638802889577	1.4602510460251	17.6595744680851	0.99
ENSG00000211896	0.134	0.121	0.174406604747162	1.97489539748954	151.570212765957	0.03
ENSG00000137265	0.004	0.037	0.00206398348813209	0.234309623430962	6.41702127659574	0.01
ENSG00000109971	0.085	2.655	0.386996904024768	2.92468619246862	28.7872340425532	2.06
ENSG00000124783	0.032	1.535	0.296181630546956	0.439330543933054	11.4765957446809	0.34
ENSG00000175756	0.084	1.448	0.332301341589267	0.803347280334728	11.536170212766	0.58
ENSG00000187837	3.932	2.069	0.836945304437565	2.92468619246862	36.0553191489362	3.89
